,product,date,region,sales
5938,pink morsel,2021-05-13,east,$2010.00
5939,pink morsel,2021-05-13,west,$2320.00
5964,pink morsel,2021-05-14,north,$2135.00
5965,pink morsel,2021-05-14,south,$2500.00
5966,pink morsel,2021-05-14,east,$2140.00
5967,pink morsel,2021-05-14,west,$2190.00
5992,pink morsel,2021-05-15,north,$2240.00
5993,pink morsel,2021-05-15,south,$2180.00
5994,pink morsel,2021-05-15,east,$2020.00
5995,pink morsel,2021-05-15,west,$2390.00
6020,pink morsel,2021-05-16,north,$2375.00
6021,pink morsel,2021-05-16,south,$2050.00
6022,pink morsel,2021-05-16,east,$2080.00
6023,pink morsel,2021-05-16,west,$2055.00
6048,pink morsel,2021-05-17,north,$2020.00
6049,pink morsel,2021-05-17,south,$2470.00
6050,pink morsel,2021-05-17,east,$2220.00
6051,pink morsel,2021-05-17,west,$2255.00
6076,pink morsel,2021-05-18,north,$2185.00
6077,pink morsel,2021-05-18,south,$2455.00
6078,pink morsel,2021-05-18,east,$2270.00
6079,pink morsel,2021-05-18,west,$2415.00
6104,pink morsel,2021-05-19,north,$2400.00
6105,pink morsel,2021-05-19,south,$2300.00
6106,pink morsel,2021-05-19,east,$2175.00
6107,pink morsel,2021-05-19,west,$2020.00
6132,pink morsel,2021-05-20,north,$2195.00
6133,pink morsel,2021-05-20,south,$2050.00
6134,pink morsel,2021-05-20,east,$2055.00
6135,pink morsel,2021-05-20,west,$2300.00
6160,pink morsel,2021-05-21,north,$2480.00
6161,pink morsel,2021-05-21,south,$2240.00
6162,pink morsel,2021-05-21,east,$2025.00
6163,pink morsel,2021-05-21,west,$2480.00
6188,pink morsel,2021-05-22,north,$2430.00
6189,pink morsel,2021-05-22,south,$2100.00
6190,pink morsel,2021-05-22,east,$2420.00
6191,pink morsel,2021-05-22,west,$2410.00
6216,pink morsel,2021-05-23,north,$2155.00
6217,pink morsel,2021-05-23,south,$2345.00
6218,pink morsel,2021-05-23,east,$2045.00
6219,pink morsel,2021-05-23,west,$2240.00
6244,pink morsel,2021-05-24,north,$2390.00
6245,pink morsel,2021-05-24,south,$2210.00
6246,pink morsel,2021-05-24,east,$2105.00
6247,pink morsel,2021-05-24,west,$2075.00
6272,pink morsel,2021-05-25,north,$2020.00
6273,pink morsel,2021-05-25,south,$2105.00
6274,pink morsel,2021-05-25,east,$2295.00
6275,pink morsel,2021-05-25,west,$2005.00
6300,pink morsel,2021-05-26,north,$2475.00
6301,pink morsel,2021-05-26,south,$2210.00
6302,pink morsel,2021-05-26,east,$2040.00
6303,pink morsel,2021-05-26,west,$2085.00
6328,pink morsel,2021-05-27,north,$2080.00
6329,pink morsel,2021-05-27,south,$2260.00
6330,pink morsel,2021-05-27,east,$2345.00
6331,pink morsel,2021-05-27,west,$2160.00
6356,pink morsel,2021-05-28,north,$2205.00
6357,pink morsel,2021-05-28,south,$2055.00
6358,pink morsel,2021-05-28,east,$2280.00
6359,pink morsel,2021-05-28,west,$2205.00
6384,pink morsel,2021-05-29,north,$2150.00
6385,pink morsel,2021-05-29,south,$2450.00
6386,pink morsel,2021-05-29,east,$2005.00
6387,pink morsel,2021-05-29,west,$2115.00
6412,pink morsel,2021-05-30,north,$2380.00
6413,pink morsel,2021-05-30,south,$2225.00
6414,pink morsel,2021-05-30,east,$2485.00
6415,pink morsel,2021-05-30,west,$2310.00
6440,pink morsel,2021-05-31,north,$2395.00
6441,pink morsel,2021-05-31,south,$2095.00
6442,pink morsel,2021-05-31,east,$2220.00
6443,pink morsel,2021-05-31,west,$2130.00
6468,pink morsel,2021-06-01,north,$2140.00
6469,pink morsel,2021-06-01,south,$2450.00
6470,pink morsel,2021-06-01,east,$2055.00
6471,pink morsel,2021-06-01,west,$2215.00
6496,pink morsel,2021-06-02,north,$2015.00
6497,pink morsel,2021-06-02,south,$2350.00
6498,pink morsel,2021-06-02,east,$2005.00
6499,pink morsel,2021-06-02,west,$2015.00
6524,pink morsel,2021-06-03,north,$2375.00
6525,pink morsel,2021-06-03,south,$2025.00
6526,pink morsel,2021-06-03,east,$2375.00
6527,pink morsel,2021-06-03,west,$2300.00
6552,pink morsel,2021-06-04,north,$2405.00
6553,pink morsel,2021-06-04,south,$2135.00
6554,pink morsel,2021-06-04,east,$2315.00
6555,pink morsel,2021-06-04,west,$2300.00
6580,pink morsel,2021-06-05,north,$2425.00
6581,pink morsel,2021-06-05,south,$2400.00
6582,pink morsel,2021-06-05,east,$2245.00
6583,pink morsel,2021-06-05,west,$2085.00
6608,pink morsel,2021-06-06,north,$2020.00
6609,pink morsel,2021-06-06,south,$2190.00
6610,pink morsel,2021-06-06,east,$2450.00
6611,pink morsel,2021-06-06,west,$2245.00
6636,pink morsel,2021-06-07,north,$2390.00
6637,pink morsel,2021-06-07,south,$2020.00
6638,pink morsel,2021-06-07,east,$2360.00
6639,pink morsel,2021-06-07,west,$2070.00
6664,pink morsel,2021-06-08,north,$2290.00
6665,pink morsel,2021-06-08,south,$2035.00
6666,pink morsel,2021-06-08,east,$2450.00
6667,pink morsel,2021-06-08,west,$2120.00
6692,pink morsel,2021-06-09,north,$2480.00
6693,pink morsel,2021-06-09,south,$2500.00
6694,pink morsel,2021-06-09,east,$2365.00
6695,pink morsel,2021-06-09,west,$2330.00
6720,pink morsel,2021-06-10,north,$2280.00
6721,pink morsel,2021-06-10,south,$2015.00
6722,pink morsel,2021-06-10,east,$2500.00
6723,pink morsel,2021-06-10,west,$2405.00
6748,pink morsel,2021-06-11,north,$2385.00
6749,pink morsel,2021-06-11,south,$2090.00
6750,pink morsel,2021-06-11,east,$2300.00
6751,pink morsel,2021-06-11,west,$2350.00
6776,pink morsel,2021-06-12,north,$2095.00
6777,pink morsel,2021-06-12,south,$2375.00
6778,pink morsel,2021-06-12,east,$2270.00
6779,pink morsel,2021-06-12,west,$2365.00
6804,pink morsel,2021-06-13,north,$2205.00
6805,pink morsel,2021-06-13,south,$2260.00
6806,pink morsel,2021-06-13,east,$2135.00
6807,pink morsel,2021-06-13,west,$2280.00
6832,pink morsel,2021-06-14,north,$2485.00
6833,pink morsel,2021-06-14,south,$2025.00
6834,pink morsel,2021-06-14,east,$2460.00
6835,pink morsel,2021-06-14,west,$2285.00
6860,pink morsel,2021-06-15,north,$2090.00
6861,pink morsel,2021-06-15,south,$2075.00
6862,pink morsel,2021-06-15,east,$2125.00
6863,pink morsel,2021-06-15,west,$2085.00
6888,pink morsel,2021-06-16,north,$2410.00
6889,pink morsel,2021-06-16,south,$2265.00
6890,pink morsel,2021-06-16,east,$2145.00
6891,pink morsel,2021-06-16,west,$2320.00
6916,pink morsel,2021-06-17,north,$2260.00
6917,pink morsel,2021-06-17,south,$2460.00
6918,pink morsel,2021-06-17,east,$2060.00
6919,pink morsel,2021-06-17,west,$2120.00
6944,pink morsel,2021-06-18,north,$2325.00
6945,pink morsel,2021-06-18,south,$2275.00
6946,pink morsel,2021-06-18,east,$2285.00
6947,pink morsel,2021-06-18,west,$2150.00
6972,pink morsel,2021-06-19,north,$2160.00
6973,pink morsel,2021-06-19,south,$2020.00
6974,pink morsel,2021-06-19,east,$2430.00
6975,pink morsel,2021-06-19,west,$2025.00
7000,pink morsel,2021-06-20,north,$2280.00
7001,pink morsel,2021-06-20,south,$2425.00
7002,pink morsel,2021-06-20,east,$2230.00
7003,pink morsel,2021-06-20,west,$2160.00
7028,pink morsel,2021-06-21,north,$2360.00
7029,pink morsel,2021-06-21,south,$2305.00
7030,pink morsel,2021-06-21,east,$2105.00
7031,pink morsel,2021-06-21,west,$2290.00
7056,pink morsel,2021-06-22,north,$2280.00
7057,pink morsel,2021-06-22,south,$2010.00
7058,pink morsel,2021-06-22,east,$2095.00
7059,pink morsel,2021-06-22,west,$2270.00
7084,pink morsel,2021-06-23,north,$2080.00
7085,pink morsel,2021-06-23,south,$2345.00
7086,pink morsel,2021-06-23,east,$2240.00
7087,pink morsel,2021-06-23,west,$2425.00
7112,pink morsel,2021-06-24,north,$2390.00
7113,pink morsel,2021-06-24,south,$2155.00
7114,pink morsel,2021-06-24,east,$2060.00
7115,pink morsel,2021-06-24,west,$2055.00
7140,pink morsel,2021-06-25,north,$2140.00
7141,pink morsel,2021-06-25,south,$2340.00
7142,pink morsel,2021-06-25,east,$2030.00
7143,pink morsel,2021-06-25,west,$2310.00
7168,pink morsel,2021-06-26,north,$2065.00
7169,pink morsel,2021-06-26,south,$2330.00
7170,pink morsel,2021-06-26,east,$2145.00
7171,pink morsel,2021-06-26,west,$2050.00
7196,pink morsel,2021-06-27,north,$2095.00
7197,pink morsel,2021-06-27,south,$2460.00
7198,pink morsel,2021-06-27,east,$2195.00
7199,pink morsel,2021-06-27,west,$2020.00
7224,pink morsel,2021-06-28,north,$2185.00
7225,pink morsel,2021-06-28,south,$2190.00
7226,pink morsel,2021-06-28,east,$2050.00
7227,pink morsel,2021-06-28,west,$2045.00
7252,pink morsel,2021-06-29,north,$2155.00
7253,pink morsel,2021-06-29,south,$2135.00
7254,pink morsel,2021-06-29,east,$2280.00
7255,pink morsel,2021-06-29,west,$2485.00
7280,pink morsel,2021-06-30,north,$2040.00
7281,pink morsel,2021-06-30,south,$2130.00
7282,pink morsel,2021-06-30,east,$2490.00
7283,pink morsel,2021-06-30,west,$2160.00
7308,pink morsel,2021-07-01,north,$2065.00
7309,pink morsel,2021-07-01,south,$2355.00
7310,pink morsel,2021-07-01,east,$2205.00
7311,pink morsel,2021-07-01,west,$2265.00
7336,pink morsel,2021-07-02,north,$2005.00
7337,pink morsel,2021-07-02,south,$2450.00
7338,pink morsel,2021-07-02,east,$2500.00
7339,pink morsel,2021-07-02,west,$2445.00
7364,pink morsel,2021-07-03,north,$2460.00
7365,pink morsel,2021-07-03,south,$2060.00
7366,pink morsel,2021-07-03,east,$2090.00
7367,pink morsel,2021-07-03,west,$2415.00
7392,pink morsel,2021-07-04,north,$2395.00
7393,pink morsel,2021-07-04,south,$2370.00
7394,pink morsel,2021-07-04,east,$2110.00
7395,pink morsel,2021-07-04,west,$2395.00
7420,pink morsel,2021-07-05,north,$2205.00
7421,pink morsel,2021-07-05,south,$2245.00
7422,pink morsel,2021-07-05,east,$2330.00
7423,pink morsel,2021-07-05,west,$2010.00
7448,pink morsel,2021-07-06,north,$2430.00
7449,pink morsel,2021-07-06,south,$2125.00
7450,pink morsel,2021-07-06,east,$2235.00
7451,pink morsel,2021-07-06,west,$2175.00
7476,pink morsel,2021-07-07,north,$2460.00
7477,pink morsel,2021-07-07,south,$2500.00
7478,pink morsel,2021-07-07,east,$2315.00
7479,pink morsel,2021-07-07,west,$2120.00
7504,pink morsel,2021-07-08,north,$2040.00
7505,pink morsel,2021-07-08,south,$2425.00
7506,pink morsel,2021-07-08,east,$2375.00
7507,pink morsel,2021-07-08,west,$2080.00
7532,pink morsel,2021-07-09,north,$2105.00
7533,pink morsel,2021-07-09,south,$2240.00
7534,pink morsel,2021-07-09,east,$2015.00
7535,pink morsel,2021-07-09,west,$2170.00
7560,pink morsel,2021-07-10,north,$2195.00
7561,pink morsel,2021-07-10,south,$2440.00
7562,pink morsel,2021-07-10,east,$2040.00
7563,pink morsel,2021-07-10,west,$2260.00
7588,pink morsel,2021-07-11,north,$2170.00
7589,pink morsel,2021-07-11,south,$2200.00
7590,pink morsel,2021-07-11,east,$2260.00
7591,pink morsel,2021-07-11,west,$2395.00
7616,pink morsel,2021-07-12,north,$2010.00
7617,pink morsel,2021-07-12,south,$2005.00
7618,pink morsel,2021-07-12,east,$2250.00
7619,pink morsel,2021-07-12,west,$2010.00
7644,pink morsel,2021-07-13,north,$2145.00
7645,pink morsel,2021-07-13,south,$2105.00
7646,pink morsel,2021-07-13,east,$2265.00
7647,pink morsel,2021-07-13,west,$2020.00
7672,pink morsel,2021-07-14,north,$2295.00
7673,pink morsel,2021-07-14,south,$2330.00
7674,pink morsel,2021-07-14,east,$2280.00
7675,pink morsel,2021-07-14,west,$2045.00
7700,pink morsel,2021-07-15,north,$2375.00
7701,pink morsel,2021-07-15,south,$2370.00
7702,pink morsel,2021-07-15,east,$2255.00
7703,pink morsel,2021-07-15,west,$2305.00
7728,pink morsel,2021-07-16,north,$2440.00
7729,pink morsel,2021-07-16,south,$2020.00
7730,pink morsel,2021-07-16,east,$2035.00
7731,pink morsel,2021-07-16,west,$2155.00
7756,pink morsel,2021-07-17,north,$2145.00
7757,pink morsel,2021-07-17,south,$2080.00
7758,pink morsel,2021-07-17,east,$2345.00
7759,pink morsel,2021-07-17,west,$2230.00
7784,pink morsel,2021-07-18,north,$2375.00
7785,pink morsel,2021-07-18,south,$2165.00
7786,pink morsel,2021-07-18,east,$2175.00
7787,pink morsel,2021-07-18,west,$2385.00
7812,pink morsel,2021-07-19,north,$2295.00
7813,pink morsel,2021-07-19,south,$2170.00
7814,pink morsel,2021-07-19,east,$2040.00
7815,pink morsel,2021-07-19,west,$2205.00
7840,pink morsel,2021-07-20,north,$2435.00
7841,pink morsel,2021-07-20,south,$2380.00
7842,pink morsel,2021-07-20,east,$2445.00
7843,pink morsel,2021-07-20,west,$2390.00
7868,pink morsel,2021-07-21,north,$2115.00
7869,pink morsel,2021-07-21,south,$2275.00
7870,pink morsel,2021-07-21,east,$2200.00
7871,pink morsel,2021-07-21,west,$2305.00
7896,pink morsel,2021-07-22,north,$2280.00
7897,pink morsel,2021-07-22,south,$2140.00
7898,pink morsel,2021-07-22,east,$2205.00
7899,pink morsel,2021-07-22,west,$2450.00
7924,pink morsel,2021-07-23,north,$2060.00
7925,pink morsel,2021-07-23,south,$2200.00
7926,pink morsel,2021-07-23,east,$2390.00
7927,pink morsel,2021-07-23,west,$2075.00
7952,pink morsel,2021-07-24,north,$2015.00
7953,pink morsel,2021-07-24,south,$2235.00
7954,pink morsel,2021-07-24,east,$2360.00
7955,pink morsel,2021-07-24,west,$2125.00
7980,pink morsel,2021-07-25,north,$2235.00
7981,pink morsel,2021-07-25,south,$2450.00
7982,pink morsel,2021-07-25,east,$2155.00
7983,pink morsel,2021-07-25,west,$2280.00
8008,pink morsel,2021-07-26,north,$2285.00
8009,pink morsel,2021-07-26,south,$2395.00
8010,pink morsel,2021-07-26,east,$2360.00
8011,pink morsel,2021-07-26,west,$2290.00
8036,pink morsel,2021-07-27,north,$2440.00
8037,pink morsel,2021-07-27,south,$2315.00
8038,pink morsel,2021-07-27,east,$2080.00
8039,pink morsel,2021-07-27,west,$2450.00
8064,pink morsel,2021-07-28,north,$2165.00
8065,pink morsel,2021-07-28,south,$2385.00
8066,pink morsel,2021-07-28,east,$2010.00
8067,pink morsel,2021-07-28,west,$2425.00
8092,pink morsel,2021-07-29,north,$2125.00
8093,pink morsel,2021-07-29,south,$2125.00
8094,pink morsel,2021-07-29,east,$2235.00
8095,pink morsel,2021-07-29,west,$2360.00
8120,pink morsel,2021-07-30,north,$2005.00
8121,pink morsel,2021-07-30,south,$2200.00
8122,pink morsel,2021-07-30,east,$2155.00
8123,pink morsel,2021-07-30,west,$2245.00
8148,pink morsel,2021-07-31,north,$2220.00
8149,pink morsel,2021-07-31,south,$2225.00
8150,pink morsel,2021-07-31,east,$2150.00
8151,pink morsel,2021-07-31,west,$2145.00
8176,pink morsel,2021-08-01,north,$2070.00
8177,pink morsel,2021-08-01,south,$2265.00
8178,pink morsel,2021-08-01,east,$2055.00
8179,pink morsel,2021-08-01,west,$2165.00
8204,pink morsel,2021-08-02,north,$2280.00
8205,pink morsel,2021-08-02,south,$2275.00
8206,pink morsel,2021-08-02,east,$2200.00
8207,pink morsel,2021-08-02,west,$2490.00
8232,pink morsel,2021-08-03,north,$2350.00
8233,pink morsel,2021-08-03,south,$2075.00
8234,pink morsel,2021-08-03,east,$2250.00
8235,pink morsel,2021-08-03,west,$2315.00
8260,pink morsel,2021-08-04,north,$2480.00
8261,pink morsel,2021-08-04,south,$2070.00
8262,pink morsel,2021-08-04,east,$2450.00
8263,pink morsel,2021-08-04,west,$2010.00
8288,pink morsel,2021-08-05,north,$2420.00
8289,pink morsel,2021-08-05,south,$2215.00
8290,pink morsel,2021-08-05,east,$2130.00
8291,pink morsel,2021-08-05,west,$2065.00
8316,pink morsel,2021-08-06,north,$2060.00
8317,pink morsel,2021-08-06,south,$2050.00
8318,pink morsel,2021-08-06,east,$2470.00
8319,pink morsel,2021-08-06,west,$2295.00
8344,pink morsel,2021-08-07,north,$2230.00
8345,pink morsel,2021-08-07,south,$2030.00
8346,pink morsel,2021-08-07,east,$2310.00
8347,pink morsel,2021-08-07,west,$2415.00
8372,pink morsel,2021-08-08,north,$2480.00
8373,pink morsel,2021-08-08,south,$2230.00
8374,pink morsel,2021-08-08,east,$2360.00
8375,pink morsel,2021-08-08,west,$2400.00
8400,pink morsel,2021-08-09,north,$2165.00
8401,pink morsel,2021-08-09,south,$2385.00
8402,pink morsel,2021-08-09,east,$2240.00
8403,pink morsel,2021-08-09,west,$2060.00
8428,pink morsel,2021-08-10,north,$2295.00
8429,pink morsel,2021-08-10,south,$2180.00
8430,pink morsel,2021-08-10,east,$2075.00
8431,pink morsel,2021-08-10,west,$2375.00
8456,pink morsel,2021-08-11,north,$2250.00
8457,pink morsel,2021-08-11,south,$2250.00
8458,pink morsel,2021-08-11,east,$2345.00
8459,pink morsel,2021-08-11,west,$2080.00
8484,pink morsel,2021-08-12,north,$2495.00
8485,pink morsel,2021-08-12,south,$2100.00
8486,pink morsel,2021-08-12,east,$2430.00
8487,pink morsel,2021-08-12,west,$2070.00
8512,pink morsel,2021-08-13,north,$2285.00
8513,pink morsel,2021-08-13,south,$2235.00
8514,pink morsel,2021-08-13,east,$2480.00
8515,pink morsel,2021-08-13,west,$2425.00
8540,pink morsel,2021-08-14,north,$2095.00
8541,pink morsel,2021-08-14,south,$2135.00
8542,pink morsel,2021-08-14,east,$2330.00
8543,pink morsel,2021-08-14,west,$2020.00
8568,pink morsel,2021-08-15,north,$2060.00
8569,pink morsel,2021-08-15,south,$2140.00
8570,pink morsel,2021-08-15,east,$2470.00
8571,pink morsel,2021-08-15,west,$2485.00
8596,pink morsel,2021-08-16,north,$2040.00
8597,pink morsel,2021-08-16,south,$2155.00
8598,pink morsel,2021-08-16,east,$2120.00
8599,pink morsel,2021-08-16,west,$2135.00
8624,pink morsel,2021-08-17,north,$2395.00
8625,pink morsel,2021-08-17,south,$2475.00
8626,pink morsel,2021-08-17,east,$2360.00
8627,pink morsel,2021-08-17,west,$2175.00
8652,pink morsel,2021-08-18,north,$2490.00
8653,pink morsel,2021-08-18,south,$2075.00
8654,pink morsel,2021-08-18,east,$2325.00
8655,pink morsel,2021-08-18,west,$2445.00
8680,pink morsel,2021-08-19,north,$2080.00
8681,pink morsel,2021-08-19,south,$2370.00
8682,pink morsel,2021-08-19,east,$2225.00
8683,pink morsel,2021-08-19,west,$2495.00
8708,pink morsel,2021-08-20,north,$2160.00
8709,pink morsel,2021-08-20,south,$2195.00
8710,pink morsel,2021-08-20,east,$2315.00
8711,pink morsel,2021-08-20,west,$2170.00
8736,pink morsel,2021-08-21,north,$2230.00
8737,pink morsel,2021-08-21,south,$2095.00
8738,pink morsel,2021-08-21,east,$2050.00
8739,pink morsel,2021-08-21,west,$2490.00
8764,pink morsel,2021-08-22,north,$2095.00
8765,pink morsel,2021-08-22,south,$2180.00
8766,pink morsel,2021-08-22,east,$2075.00
8767,pink morsel,2021-08-22,west,$2475.00
8792,pink morsel,2021-08-23,north,$2020.00
8793,pink morsel,2021-08-23,south,$2000.00
8794,pink morsel,2021-08-23,east,$2210.00
8795,pink morsel,2021-08-23,west,$2155.00
8820,pink morsel,2021-08-24,north,$2215.00
8821,pink morsel,2021-08-24,south,$2475.00
8822,pink morsel,2021-08-24,east,$2265.00
8823,pink morsel,2021-08-24,west,$2030.00
8848,pink morsel,2021-08-25,north,$2020.00
8849,pink morsel,2021-08-25,south,$2240.00
8850,pink morsel,2021-08-25,east,$2000.00
8851,pink morsel,2021-08-25,west,$2150.00
8876,pink morsel,2021-08-26,north,$2370.00
8877,pink morsel,2021-08-26,south,$2180.00
8878,pink morsel,2021-08-26,east,$2470.00
8879,pink morsel,2021-08-26,west,$2150.00
8904,pink morsel,2021-08-27,north,$2170.00
8905,pink morsel,2021-08-27,south,$2260.00
8906,pink morsel,2021-08-27,east,$2140.00
8907,pink morsel,2021-08-27,west,$2045.00
8932,pink morsel,2021-08-28,north,$2490.00
8933,pink morsel,2021-08-28,south,$2320.00
8934,pink morsel,2021-08-28,east,$2230.00
8935,pink morsel,2021-08-28,west,$2440.00
8960,pink morsel,2021-08-29,north,$2185.00
8961,pink morsel,2021-08-29,south,$2350.00
8962,pink morsel,2021-08-29,east,$2445.00
8963,pink morsel,2021-08-29,west,$2365.00
8988,pink morsel,2021-08-30,north,$2065.00
8989,pink morsel,2021-08-30,south,$2015.00
8990,pink morsel,2021-08-30,east,$2160.00
8991,pink morsel,2021-08-30,west,$2300.00
9016,pink morsel,2021-08-31,north,$2045.00
9017,pink morsel,2021-08-31,south,$2440.00
9018,pink morsel,2021-08-31,east,$2165.00
9019,pink morsel,2021-08-31,west,$2180.00
9044,pink morsel,2021-09-01,north,$2330.00
9045,pink morsel,2021-09-01,south,$2240.00
9046,pink morsel,2021-09-01,east,$2120.00
9047,pink morsel,2021-09-01,west,$2495.00
9072,pink morsel,2021-09-02,north,$2080.00
9073,pink morsel,2021-09-02,south,$2415.00
9074,pink morsel,2021-09-02,east,$2085.00
9075,pink morsel,2021-09-02,west,$2400.00
9100,pink morsel,2021-09-03,north,$2255.00
9101,pink morsel,2021-09-03,south,$2245.00
9102,pink morsel,2021-09-03,east,$2020.00
9103,pink morsel,2021-09-03,west,$2270.00
9128,pink morsel,2021-09-04,north,$2395.00
9129,pink morsel,2021-09-04,south,$2165.00
9130,pink morsel,2021-09-04,east,$2020.00
9131,pink morsel,2021-09-04,west,$2135.00
9156,pink morsel,2021-09-05,north,$2330.00
9157,pink morsel,2021-09-05,south,$2290.00
9158,pink morsel,2021-09-05,east,$2045.00
9159,pink morsel,2021-09-05,west,$2255.00
9184,pink morsel,2021-09-06,north,$2345.00
9185,pink morsel,2021-09-06,south,$2185.00
9186,pink morsel,2021-09-06,east,$2335.00
9187,pink morsel,2021-09-06,west,$2300.00
9212,pink morsel,2021-09-07,north,$2040.00
9213,pink morsel,2021-09-07,south,$2055.00
9214,pink morsel,2021-09-07,east,$2270.00
9215,pink morsel,2021-09-07,west,$2335.00
9240,pink morsel,2021-09-08,north,$2425.00
9241,pink morsel,2021-09-08,south,$2445.00
9242,pink morsel,2021-09-08,east,$2480.00
9243,pink morsel,2021-09-08,west,$2480.00
9268,pink morsel,2021-09-09,north,$2000.00
9269,pink morsel,2021-09-09,south,$2075.00
9270,pink morsel,2021-09-09,east,$2345.00
9271,pink morsel,2021-09-09,west,$2245.00
9296,pink morsel,2021-09-10,north,$2070.00
9297,pink morsel,2021-09-10,south,$2365.00
9298,pink morsel,2021-09-10,east,$2015.00
9299,pink morsel,2021-09-10,west,$2375.00
9324,pink morsel,2021-09-11,north,$2270.00
9325,pink morsel,2021-09-11,south,$2015.00
9326,pink morsel,2021-09-11,east,$2000.00
9327,pink morsel,2021-09-11,west,$2295.00
9352,pink morsel,2021-09-12,north,$2435.00
9353,pink morsel,2021-09-12,south,$2485.00
9354,pink morsel,2021-09-12,east,$2450.00
9355,pink morsel,2021-09-12,west,$2205.00
9380,pink morsel,2021-09-13,north,$2415.00
9381,pink morsel,2021-09-13,south,$2440.00
9382,pink morsel,2021-09-13,east,$2490.00
9383,pink morsel,2021-09-13,west,$2415.00
9408,pink morsel,2021-09-14,north,$2260.00
9409,pink morsel,2021-09-14,south,$2385.00
9410,pink morsel,2021-09-14,east,$2280.00
9411,pink morsel,2021-09-14,west,$2210.00
9436,pink morsel,2021-09-15,north,$2070.00
9437,pink morsel,2021-09-15,south,$2105.00
9438,pink morsel,2021-09-15,east,$2425.00
9439,pink morsel,2021-09-15,west,$2265.00
9464,pink morsel,2021-09-16,north,$2190.00
9465,pink morsel,2021-09-16,south,$2110.00
9466,pink morsel,2021-09-16,east,$2115.00
9467,pink morsel,2021-09-16,west,$2455.00
9492,pink morsel,2021-09-17,north,$2270.00
9493,pink morsel,2021-09-17,south,$2350.00
9494,pink morsel,2021-09-17,east,$2365.00
9495,pink morsel,2021-09-17,west,$2270.00
9520,pink morsel,2021-09-18,north,$2200.00
9521,pink morsel,2021-09-18,south,$2500.00
9522,pink morsel,2021-09-18,east,$2425.00
9523,pink morsel,2021-09-18,west,$2290.00
9548,pink morsel,2021-09-19,north,$2460.00
9549,pink morsel,2021-09-19,south,$2185.00
9550,pink morsel,2021-09-19,east,$2390.00
9551,pink morsel,2021-09-19,west,$2175.00
9576,pink morsel,2021-09-20,north,$2480.00
9577,pink morsel,2021-09-20,south,$2385.00
9578,pink morsel,2021-09-20,east,$2150.00
9579,pink morsel,2021-09-20,west,$2225.00
9604,pink morsel,2021-09-21,north,$2395.00
9605,pink morsel,2021-09-21,south,$2395.00
9606,pink morsel,2021-09-21,east,$2445.00
9607,pink morsel,2021-09-21,west,$2295.00
9632,pink morsel,2021-09-22,north,$2285.00
9633,pink morsel,2021-09-22,south,$2095.00
9634,pink morsel,2021-09-22,east,$2310.00
9635,pink morsel,2021-09-22,west,$2120.00
9660,pink morsel,2021-09-23,north,$2075.00
9661,pink morsel,2021-09-23,south,$2390.00
9662,pink morsel,2021-09-23,east,$2485.00
9663,pink morsel,2021-09-23,west,$2475.00
9688,pink morsel,2021-09-24,north,$2225.00
9689,pink morsel,2021-09-24,south,$2325.00
9690,pink morsel,2021-09-24,east,$2195.00
9691,pink morsel,2021-09-24,west,$2410.00
9716,pink morsel,2021-09-25,north,$2285.00
9717,pink morsel,2021-09-25,south,$2000.00
9718,pink morsel,2021-09-25,east,$2345.00
9719,pink morsel,2021-09-25,west,$2400.00
9744,pink morsel,2021-09-26,north,$2260.00
9745,pink morsel,2021-09-26,south,$2300.00
9746,pink morsel,2021-09-26,east,$2150.00
9747,pink morsel,2021-09-26,west,$2200.00
9772,pink morsel,2021-09-27,north,$2140.00
9773,pink morsel,2021-09-27,south,$2365.00
9774,pink morsel,2021-09-27,east,$2090.00
9775,pink morsel,2021-09-27,west,$2115.00
9800,pink morsel,2021-09-28,north,$2070.00
9801,pink morsel,2021-09-28,south,$2085.00
9802,pink morsel,2021-09-28,east,$2435.00
9803,pink morsel,2021-09-28,west,$2115.00
9828,pink morsel,2021-09-29,north,$2340.00
9829,pink morsel,2021-09-29,south,$2225.00
9830,pink morsel,2021-09-29,east,$2140.00
9831,pink morsel,2021-09-29,west,$2240.00
9856,pink morsel,2021-09-30,north,$2000.00
9857,pink morsel,2021-09-30,south,$2175.00
9858,pink morsel,2021-09-30,east,$2020.00
9859,pink morsel,2021-09-30,west,$2425.00
9884,pink morsel,2021-10-01,north,$2350.00
9885,pink morsel,2021-10-01,south,$2215.00
9886,pink morsel,2021-10-01,east,$2345.00
9887,pink morsel,2021-10-01,west,$2360.00
9912,pink morsel,2021-10-02,north,$2370.00
9913,pink morsel,2021-10-02,south,$2180.00
9914,pink morsel,2021-10-02,east,$2000.00
9915,pink morsel,2021-10-02,west,$2235.00
9940,pink morsel,2021-10-03,north,$2055.00
9941,pink morsel,2021-10-03,south,$2265.00
9942,pink morsel,2021-10-03,east,$2165.00
9943,pink morsel,2021-10-03,west,$2165.00
9968,pink morsel,2021-10-04,north,$2135.00
9969,pink morsel,2021-10-04,south,$2395.00
9970,pink morsel,2021-10-04,east,$2240.00
9971,pink morsel,2021-10-04,west,$2295.00
9996,pink morsel,2021-10-05,north,$2425.00
9997,pink morsel,2021-10-05,south,$2255.00
9998,pink morsel,2021-10-05,east,$2145.00
9999,pink morsel,2021-10-05,west,$2000.00
